texto,categoria_general,intent_1,intent_2,intent_3,intent_4
en qué período de tiempo se produjo la pérdida de peso,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo has tenido problemas con estas verrugas?,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo lleva con sobrepeso?,sintoma,paciente,duracion,,sintoma_paciente_duracion
Bien ¿Cuánto tiempo llevas con dolor?,sintoma,paciente,duracion,,sintoma_paciente_duracion
cuánto tiempo llevas respirando con retracciones,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo ha sufrido de dolor crónico?,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo lleva quejándose de palpitaciones?,sintoma,paciente,duracion,,sintoma_paciente_duracion
en qué período de tiempo se produjo la pérdida de peso,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo ha tenido este dolor?,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo ha tenido este dolor?,sintoma,paciente,duracion,,sintoma_paciente_duracion
después de cuánto tiempo desaparece el dolor,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿cuánto tiempo ha tenido el signo musset,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo ha sufrido de dolor metatarsal?,sintoma,paciente,duracion,,sintoma_paciente_duracion
cuánto tiempo ha tenido el eritema,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo ha tenido este dolor?,sintoma,paciente,duracion,,sintoma_paciente_duracion
¿Cuánto tiempo lleva sufriendo mareos?,sintoma,paciente,duracion,,sintoma_paciente_duracion
es su primer embarazo,sintoma,paciente,embarazo,antecedentes,sintoma_paciente_embarazo_antecedentes
es su primer embarazo,sintoma,paciente,embarazo,antecedentes,sintoma_paciente_embarazo_antecedentes
es su primer embarazo,sintoma,paciente,embarazo,antecedentes,sintoma_paciente_embarazo_antecedentes
¿ha tenido algún embarazo?,sintoma,paciente,embarazo,cantidad,sintoma_paciente_embarazo_cantidad
¿ha tenido algún embarazo?,sintoma,paciente,embarazo,cantidad,sintoma_paciente_embarazo_cantidad
cuántos embarazos ha tenido,sintoma,paciente,embarazo,cantidad,sintoma_paciente_embarazo_cantidad
¿cómo fueron los embarazos?,sintoma,paciente,embarazo,describir,sintoma_paciente_embarazo_describir
¿cómo fueron los embarazos?,sintoma,paciente,embarazo,describir,sintoma_paciente_embarazo_describir
¿cómo fueron los embarazos?,sintoma,paciente,embarazo,describir,sintoma_paciente_embarazo_describir
¿Cuándo vas a dar a luz?,sintoma,paciente,embarazo,fin,sintoma_paciente_embarazo_fin
¿Cuándo vas a dar a luz?,sintoma,paciente,embarazo,fin,sintoma_paciente_embarazo_fin
¿Cuándo vas a dar a luz?,sintoma,paciente,embarazo,fin,sintoma_paciente_embarazo_fin
¿Cuánto duró el parto?,sintoma,paciente,embarazo,otros,sintoma_paciente_embarazo_otros
cuál fue el intervalo entre embarazos,sintoma,paciente,embarazo,otros,sintoma_paciente_embarazo_otros
ha tenido alguna interrupción del embarazo,sintoma,paciente,embarazo,si_o_no,sintoma_paciente_embarazo_si_o_no
ha roto aguas,sintoma,paciente,embarazo,si_o_no,sintoma_paciente_embarazo_si_o_no
¿Cuál es su temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿te has tomado la temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿te has tomado la temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿Te has tomado la temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿Cuál es su temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿te has tomado la temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿Cuál es su temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿Tuvo fiebre? ¿Se tomó la temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
¿te has tomado la temperatura?,sintoma,paciente,fiebre,describir,sintoma_paciente_fiebre_describir
ok ¿tienes fiebre o no?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿tienes fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿tiene usted estrías?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿ha tenido fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿tienes fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿tiene usted fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿y también tienes fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
y fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿tiene usted fiebre?,sintoma,paciente,fiebre,si_o_no,sintoma_paciente_fiebre_si_o_no
¿tiene la regla regularmente?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿Cuántas veces se levantó cada noche para orinar?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿Con qué frecuencia tienes alucinaciones?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿Cuántas veces al día vas al baño?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿Cuántas veces se levanta a orinar cada noche?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿le falta a menudo el aire?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿le molesta este cansancio a diario?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿con qué frecuencia ha tenido que empujar para orinar?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿el dolor vuelve periódicamente?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿tiene usted cambios de humor más frecuentes,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
la frecuencia con la que te levantas a orinar por la noche,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿Con qué frecuencia se levanta a comer cada noche?,sintoma,paciente,frecuencia,,sintoma_paciente_frecuencia
¿Siempre ha tenido periodos irregulares o es un fenómeno reciente?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Desde cuándo tiene usted trastornos metabólicos?,sintoma,paciente,inicio,,sintoma_paciente_inicio
esputo desde cuando,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tiene dolor en el pecho?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tienes problemas con la boca?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Cuándo fue su última menstruación?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tienes estos síntomas?,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene angina de pecho,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene los oídos hinchados,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Desde cuándo?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Cuándo empezó este dolor de cabeza?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tienes este dolor?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tiene usted una marcha de tropiezo?,sintoma,paciente,inicio,,sintoma_paciente_inicio
y has venido porque te duele el estómago así que dime cuándo empezó,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tienes estos síntomas?,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene miocarditis,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene problemas de trombocitos,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene trastornos metabólicos,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene macroglobulinemia,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿cuándo has defecado?,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene cáncer urogenital,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Inicio de los síntomas?,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene dolores de oído,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo tose?,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tienes pérdida de fuerza física,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿desde cuándo te duele el estómago?,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tienes dolor de pies,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene problemas de ligamentos,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Desde cuándo tienes problemas dentales?,sintoma,paciente,inicio,,sintoma_paciente_inicio
a qué edad se desarrollaron sus pechos,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene dolor en la cavidad pleural,sintoma,paciente,inicio,,sintoma_paciente_inicio
temblando desde cuándo,sintoma,paciente,inicio,,sintoma_paciente_inicio
desde cuándo tiene la visión borrosa o reducida,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Cuándo empezó el dolor?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Desde cuándo tiene dolores de estómago?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿Desde cuándo tiene dolores de estómago?,sintoma,paciente,inicio,,sintoma_paciente_inicio
¿El dolor está más en un lugar?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
en qué lado se opera,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
para qué arteria,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
el dolor es fijo o cambia de lugar,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿Dónde están exactamente los dolores?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
ok ¿y hay algún otro lugar donde le duela?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿El dolor es difuso o tiene dolor principalmente allí?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
donde más duele,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
puede mostrarme dónde se produce la sensación de hormigueo,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿Comenzó en la zona epigástrica o en otro lugar y migró?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿cuál es la localización exacta del dolor?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿puede decirme aproximadamente dónde le duele el estómago?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿Qué parte del pecho?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
"y es un dolor continuo, ¿dónde?",sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿te duele algo en particular?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿dónde duele?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿dónde duele?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
donde tienes sudoración,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿se extiende el dolor a lo largo del muslo o la nalga?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
"¿El dolor y la rigidez se dan siempre en la misma articulación, o hay otras articulaciones afectadas?",sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
¿Dónde te duele exactamente el estómago?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
ok ¿y te duele de dónde?,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
cuál es la localización del dolor,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
qué diente duele,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
donde se produce el hormigueo,sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
"¿el dolor va a otra parte del abdomen, a la espalda, a la izquierda o a la mandíbula?",sintoma,paciente,localizacion,describir,sintoma_paciente_localizacion_describir
su dolor se concentra en un solo lugar,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿el dolor va al hombro?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
es el dolor detrás del esternón,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
el dolor se traslada de una articulación a otra,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor se irradia a la uretra?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
en el estómago ?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor migra de una articulación a otra?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿tiene dolor en el foramen magnum?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
el dolor se extiende hacia arriba,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿Tiene el dolor un camino?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor se irradia?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
el dolor se extiende hacia abajo,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
el dolor se extiende hacia abajo,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
en el esófago?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
afectó sólo a un lado del cuerpo,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
en la cabeza?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
el dolor se irradia hacia adelante,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
el dolor se irradia hacia arriba,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
tiene una sensación de aplastamiento en la garganta,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor migra de una articulación a otra?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿y tienes dolor en otra parte en la espalda?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿estaba la garrapata adherida a alguna parte de su cuerpo cuando la encontró?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿el dolor baja por la pierna?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿Y el dolor se irradia?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
"Dices que es epigástrico en la jerga médica, ¿va hacia la espalda, va hacia los hombros?",sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor se irradia a las mandíbulas?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
más bien centrado en el epigastrio ¿es un dolor que se irradia?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
es el dolor de cabeza localizado en la parte posterior del cráneo,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor se extiende de atrás hacia adelante?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿se va a otro lugar se irradia?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
tiene una punzada en los ojos,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
¿El dolor se irradia a la muñeca izquierda?,sintoma,paciente,localizacion,si_o_no,sintoma_paciente_localizacion_si_o_no
le causa alguna molestia funcional,sintoma,paciente,secuela,describir,sintoma_paciente_secuela_describir
¿tiene su enfermedad pancreática alguna repercusión laboral?,sintoma,paciente,secuela,describir,sintoma_paciente_secuela_describir
¿tiene su intoxicación un impacto en su vida familiar y profesional?,sintoma,paciente,secuela,describir,sintoma_paciente_secuela_describir
¿tiene su adicción un impacto en su familia y en su trabajo?,sintoma,paciente,secuela,describir,sintoma_paciente_secuela_describir
cómo le molesta el dolor en casa,sintoma,paciente,secuela,describir,sintoma_paciente_secuela_describir
qué actividades se le hacen imposibles debido a sus dificultades de excitación sexual,sintoma,paciente,secuela,describir,sintoma_paciente_secuela_describir
¿afecta su aterosclerosis a sus actividades diarias?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿afecta su dolor a su familia?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿El dolor le impedía comer?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
el dolor te obliga a parar,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿Interfiere el tumor en las actividades diarias?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿su falta de aire le impide hacer ciertas cosas?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿le molesta su problema en su vida diaria?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿afecta su anemia a su trabajo?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
este problema le molesta en el trabajo,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿Interfiere la gastroenteritis en las actividades diarias?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿sus problemas de visión le impiden hacer ciertas cosas?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿La debilidad afecta su habla?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿sus síntomas le impiden dormir por la noche?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿La debilidad afecta su habla?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿afecta su cambio de hábito de tránsito a su trabajo?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿Interfiere su fatiga en su vida diaria?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
¿afecta su dolor a su familia?,sintoma,paciente,secuela,si_o_no,sintoma_paciente_secuela_si_o_no
es la primera vez que nos vemos ¿se le está haciendo un seguimiento por alguna patología conocida?,sintoma,paciente,seguimiento,describir,sintoma_paciente_seguimiento_describir
es la primera vez que nos vemos ¿se le está haciendo un seguimiento por alguna patología conocida?,sintoma,paciente,seguimiento,describir,sintoma_paciente_seguimiento_describir
es la primera vez que nos vemos ¿se le está haciendo un seguimiento por alguna patología conocida?,sintoma,paciente,seguimiento,describir,sintoma_paciente_seguimiento_describir
está en seguimiento por su hipertensión,sintoma,paciente,seguimiento,si_o_no,sintoma_paciente_seguimiento_si_o_no
está en seguimiento por su hipertensión,sintoma,paciente,seguimiento,si_o_no,sintoma_paciente_seguimiento_si_o_no
está en seguimiento por su hipertensión,sintoma,paciente,seguimiento,si_o_no,sintoma_paciente_seguimiento_si_o_no
su voz se vuelve ronca,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes gas esta mañana?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene la sensación de tener granos de arena en el ojo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tiene la sensación de tener la vejiga llena o de tener pérdidas frecuentes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de enfermedades capilares?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted poco olfato?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿alguna vez tiene dificultades para escribir?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado su voz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿hay que esperar mucho tiempo para tragar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido hinchazón en el tobillo,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene sensaciones de hormigueo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dolor al defecar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de enfermedades de las encías?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha notado alguna vez una ausencia o fallo en el habla,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una enfermedad intestinal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿neumonía?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor pulsante,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene los pechos hinchados?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
sensibilidad abdominal,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Falta de aire?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido varices durante su embarazo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿hay sangre en el vómito?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene problemas endolinfáticos,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene alucinaciones sensoriales o espaciales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿le resulta difícil hablar,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Recibió recientemente un golpe en el costado de la rodilla,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿vas al baño normalmente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te enfadas fácilmente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
le ha picado un insecto,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es su disnea aumentada,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido algún desmayo o ha perdido el conocimiento?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas de piel?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene ataques al hígado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted el colesterol alto?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has notado arena en tu orina?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se muerde a veces la mejilla?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultades para pronunciar las vocales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿No había sangre en el vómito?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene la piel tensa,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una enfermedad crónica?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sufres de falta de motivación?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿estás sudando?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene piedras en el hígado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes que forzarte a orinar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
muestra signos de somnolencia,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted una enfermedad de la columna vertebral?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Recibió un golpe en el pecho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿A veces te duele el corazón?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿experimentas incontinencia urinaria?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
cierto ¿y ahora te duele otra vez?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de anorexia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted sofocos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se suprimen las ampollas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted flujo uretral?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna vez problemas de columna?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Ha tenido ablación instrumental?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sientes que tu tobillo está cediendo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre problemas de menopausia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene el poder del spray cambiado,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es el poder del chorro bueno,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted a veces dificultades para colocar las cosas,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene la impresión de tener los tobillos hinchados?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted granos de herpes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultades para encontrar sus palabras?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted un flujo anormal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor punzante,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ves borroso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te cansas fácilmente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es tu voz más grave,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted diarrea?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"ok ¿tienes alguna patología como presión arterial, diabetes?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
te sientes entumecido?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿suele tener la nariz llena?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿escupes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
te tiemblan los brazos y las piernas,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
has tenido gusanos,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene la nariz tapada,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente que uno de sus dientes toca antes que los otros al cerrar,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"con escalofríos, o?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido problemas para tragar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿hay costras en la descarga?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tuvo sudores fríos justo antes de desmayarse?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿le resulta difícil tragar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿estás estreñido?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted picores en los pezones?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultades para encontrar palabras?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te duele la nariz?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas respiratorios?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es su orina de color,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"¿tiene problemas de presión arterial, diabetes, colesterol?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
